Time,Cloud
2023/3/26 09:32,0.97
2023/3/27 10:17,0.93
2023/3/27 10:11,0.99
2023/3/27 10:11,0.98
2023/3/27 09:27,0.69
2023/3/28 10:12,0.72
2023/3/28 10:12,0.78
2023/3/28 09:43,0.99
2023/3/28 09:43,1
2023/3/28 09:43,1
2023/3/28 09:37,1
2023/3/28 09:37,0.99
2023/3/28 09:30,0.63
2023/3/28 09:30,0.76
2023/3/29 10:14,0.96
2023/3/29 10:14,1
2023/3/29 10:09,0.86
2023/3/29 10:09,0.95
2023/3/30 09:40,0.83
2023/3/30 09:40,0.91
2023/3/30 09:36,0.04
2023/3/30 09:36,0.37
2023/3/30 09:33,0.58
2023/3/30 09:33,0.91
2023/3/31 09:38,0.94
2023/3/31 09:38,0.94
2023/4/1 09:35,0.78
2023/4/1 09:35,0.72
2023/4/1 09:35,0.64
2023/4/1 09:29,0.3
2023/4/1 09:29,0.26
2023/4/1 09:29,0.26
2023/4/2 10:09,0.98
2023/4/2 10:09,0.99
2023/4/2 09:39,0.92
2023/4/2 09:39,0.88
2023/4/2 09:39,0.96
2023/4/3 10:11,0.04
2023/4/3 10:11,0
2023/4/3 10:11,0
2023/4/3 10:01,0
2023/4/3 10:01,0.07
2023/4/3 10:01,0.29
2023/4/4 09:42,0.99
2023/4/4 09:42,0.99
2023/4/4 09:35,0.55
2023/4/4 09:36,0.54
2023/4/5 10:15,0.74
2023/4/5 10:15,0.44
2023/4/5 10:13,0.91
2023/4/5 09:42,0.91
2023/4/5 09:42,0.84
2023/4/5 09:42,0.74
2023/4/6 10:08,0.99
2023/4/6 10:08,0.99
2023/4/6 09:38,0.93
2023/4/6 09:38,0.95
2023/4/6 09:38,0.93
2023/4/6 09:35,0.97
2023/4/6 09:35,1
2023/4/7 10:13,0.61
2023/4/7 10:13,0.57
2023/4/7 10:13,0.71
2023/4/7 10:11,0.79
2023/4/7 10:11,0.68
2023/4/7 09:39,0.9
2023/4/7 09:39,0.99
2023/4/7 09:39,1
2023/4/7 09:29,0.92
2023/4/7 09:29,0.91
2023/4/8 10:12,0.88
2023/4/8 09:41,0.66
2023/4/8 09:42,0.75
2023/4/8 09:42,0.89
2023/4/8 09:40,0.86
2023/4/9 09:35,0.89
2023/4/9 09:35,0.98
2023/4/9 09:35,0.97
2023/4/9 09:32,0.91
2023/4/9 09:32,1
2023/4/10 10:10,0.43
2023/4/10 10:10,0.42
2023/4/10 10:10,0.79
2023/4/10 09:41,0.07
2023/4/10 09:41,0.13
2023/4/10 09:39,0.58
2023/4/10 09:39,0.37
2023/4/10 09:35,0.49
2023/4/10 09:35,0.23
2023/4/11 10:29,0.88
2023/4/11 10:29,0.6
2023/4/11 09:40,0.7
2023/4/12 09:41,0.98
2023/4/12 09:41,0.87
2023/4/12 09:29,1
2023/4/12 09:29,0.96
2023/4/13 10:12,0.28
2023/4/13 10:12,0.11
2023/4/13 09:35,0.34
2023/4/13 09:35,0.36
2023/4/14 10:11,0.67
2023/4/14 10:11,0.26
2023/4/14 10:11,0.02
2023/4/14 09:38,0.46
2023/4/14 09:38,0.43
2023/4/15 10:25,0.68
2023/4/15 10:25,0.78
2023/4/15 10:26,0.7
2023/4/15 09:40,0.15
2023/4/15 09:40,0.08
2023/4/15 09:32,0.23
2023/4/16 09:41,0
2023/4/16 09:41,0
2023/4/16 09:33,0
2023/4/16 09:33,0
2023/4/17 10:15,0.11
2023/4/17 10:15,0.06
2023/4/17 09:38,0
2023/4/17 09:38,0
2023/4/18 10:11,0.9
2023/4/18 09:40,0.53
2023/4/18 09:30,0.58
2023/4/19 10:14,0.98
2023/4/19 10:14,0.98
2023/4/19 09:32,0.48
2023/4/20 09:42,0.4
2023/4/20 09:42,0.66
2023/4/20 09:42,0.38
2023/4/20 09:38,0
2023/4/20 09:31,0.5
2023/4/20 09:31,0.31
2023/4/21 09:41,0.05
2023/4/21 09:41,0.12
2023/4/22 10:11,0.73
2023/4/22 10:11,0.84
2023/4/23 10:13,0.86
2023/4/23 10:13,0.49
2023/4/23 09:35,0.91
2023/4/23 09:35,0.69
2023/4/24 10:13,0.39
2023/4/24 10:13,0.7
2023/4/24 10:13,0.88
2023/4/24 09:38,0.01
2023/4/24 09:38,0
2023/4/24 09:38,0.02
2023/4/24 09:33,0.38
2023/4/24 09:33,0.33
2023/4/25 10:29,0.7
2023/4/25 10:29,0.9
2023/4/25 09:35,1
2023/4/25 09:35,1
2023/4/25 09:35,1
2023/4/26 10:18,0.53
2023/4/26 10:18,0.53
2023/4/26 10:18,0.53
2023/4/26 09:40,0
2023/4/26 09:40,0
2023/4/27 09:41,0.96
2023/4/27 09:41,0.98
2023/4/27 09:41,0.99
2023/4/27 09:35,0.96
2023/4/27 09:35,1
2023/4/27 09:35,0.98
2023/4/28 10:18,0.78
2023/4/28 10:18,0.63
2023/4/28 10:10,0.06
2023/4/28 09:40,0.04
2023/4/28 09:40,0
2023/4/29 10:12,0.1
2023/4/29 10:12,0.25
2023/4/29 09:38,0.01
2023/4/30 10:03,0.99
2023/4/30 10:03,1
2023/4/30 09:43,0.8
2023/4/30 09:43,0.99
2023/4/30 09:30,0.98
2023/5/1 10:11,0.21
2023/5/1 10:11,0.01
2023/5/1 09:39,0.14
2023/5/1 09:39,0.1
2023/5/1 09:38,0.63
2023/5/1 09:38,0.33
2023/5/2 09:59,0
2023/5/2 09:59,0
2023/5/2 09:35,0
2023/5/2 09:35,0
2023/5/2 09:35,0
2023/5/3 10:13,0.14
2023/5/3 10:12,0.8
2023/5/3 10:12,0.75
2023/5/3 09:38,0.37
2023/5/3 09:38,0.21
2023/5/3 09:38,0.09
2023/5/3 09:38,0.01
2023/5/4 10:13,0.04
2023/5/4 09:40,0.66
2023/5/4 09:40,0.42
2023/5/4 09:41,0.01
2023/5/5 10:14,0.95
2023/5/5 10:14,0.65
2023/5/5 10:11,0.66
2023/5/5 10:11,0.07
2023/5/5 09:36,0.84
2023/5/5 09:36,0.41
2023/5/6 09:40,0.97
2023/5/6 09:40,0.51
2023/5/7 10:15,0.81
2023/5/7 10:15,0.83
2023/5/7 09:39,0.67
2023/5/7 09:39,0.33
2023/5/7 09:39,0.64
2023/5/7 09:37,0.5
2023/5/8 10:13,0.92
2023/5/8 10:14,0.92
2023/5/8 10:14,0.79
2023/5/8 09:43,0.15
2023/5/8 09:39,0.23
2023/5/8 09:39,0.22
2023/5/8 09:39,0.22
2023/5/8 09:36,0.69
2023/5/8 09:36,0.68
2023/5/9 10:16,0.95
2023/5/9 10:16,0.98
2023/5/9 10:12,0.71
2023/5/9 10:12,0.96
2023/5/9 10:13,1
2023/5/9 10:11,0.99
2023/5/9 09:41,0.99
2023/5/9 09:41,1
2023/5/10 10:12,0.1
2023/5/10 10:12,0.1
2023/5/10 10:13,0.18
2023/5/10 09:31,0
2023/5/10 09:31,0
2023/5/11 10:16,0.96
2023/5/11 10:16,0.91
2023/5/11 09:41,1
2023/5/11 09:41,0.96
2023/5/11 09:39,0.99
2023/5/11 09:39,0.99
2023/5/11 09:36,0.86
2023/5/12 09:42,1
2023/5/12 09:42,0.99
2023/5/12 09:33,0.81
2023/5/12 09:33,1
2023/5/13 10:17,0.8
2023/5/13 10:17,0.63
2023/5/13 10:17,0.85
2023/5/13 10:12,0.85
2023/5/13 10:12,0.75
2023/5/13 09:35,0.17
2023/5/13 09:35,0.22
2023/5/13 09:33,0.77
2023/5/13 09:33,0.74
2023/5/14 09:41,0.9
2023/5/14 09:41,0.94
2023/5/14 09:38,0.96
2023/5/14 09:38,0.98
2023/5/14 09:38,0.98
2023/5/14 09:31,0.44
2023/5/14 09:31,0.57
2023/5/15 10:17,0.87
2023/5/15 10:17,0.96
2023/5/15 10:17,1
2023/5/15 10:15,0.96
2023/5/15 10:15,0.97
2023/5/16 09:32,0.86
2023/5/16 09:32,0.91
2023/5/16 09:39,0.92
2023/5/16 09:39,0.7
2023/5/16 09:39,0.43
2023/5/16 09:42,0.58
2023/5/16 09:42,0.62
2023/5/17 09:33,0.96
2023/5/17 09:33,0.7
2023/5/17 09:39,0.7
2023/5/17 10:14,0.54
2023/5/17 10:14,0.18
2023/5/18 09:37,0.87
2023/5/19 09:35,0.38
2023/5/19 09:40,0.09
2023/5/19 09:40,0
2023/5/19 10:12,0
2023/5/20 09:34,0.52
2023/5/20 09:34,0.94
2023/5/20 09:39,0.79
2023/5/20 09:39,0.61
2023/5/20 10:12,0.05
2023/5/20 10:12,0.18
2023/5/21 09:40,0.65
2023/5/21 09:40,0.63
2023/5/21 09:41,0.85
2023/5/21 10:17,0.92
2023/5/21 10:17,0.94
2023/5/22 09:31,0.89
2023/5/22 09:31,0.96
2023/5/22 10:11,0.55
2023/5/22 10:11,0.39
2023/5/23 10:16,0.21
2023/5/23 10:16,0.28
2023/5/23 10:18,0.72
2023/5/23 10:18,0.57
2023/5/23 10:18,0.82
2023/5/24 09:34,0.91
2023/5/24 09:36,0.83
2023/5/24 09:36,0.48
2023/5/24 09:36,0.63
2023/5/24 09:41,0.52
2023/5/24 10:12,0.95
2023/5/24 10:12,0.9
2023/5/24 10:13,0.86
2023/5/24 10:13,0.67
2023/5/24 10:13,0.63
2023/5/25 09:34,1
2023/5/25 09:34,1
2023/5/25 10:17,1
2023/5/25 10:17,0.99
2023/5/25 10:17,0.98
2023/5/25 10:17,0.97
2023/5/26 09:36,0.06
2023/5/26 09:36,0.17
2023/5/26 09:36,0.23
2023/5/26 09:41,0.13
2023/5/26 09:41,0.29
2023/5/26 09:41,0.33
2023/5/26 09:41,0.55
2023/5/26 09:41,0.24
2023/5/27 09:38,0.15
2023/5/27 09:38,0.12
2023/5/27 10:12,0.08
2023/5/27 10:12,0.3
2023/5/27 10:17,0
2023/5/27 10:17,0.05
2023/5/27 10:17,0.12
2023/5/28 10:14,0.37
2023/5/28 10:14,0.13
2023/5/28 10:14,0.15
2023/5/28 10:14,0.28
2023/5/28 10:14,0.13
2023/5/29 09:42,0.17
2023/5/29 09:42,0.05
2023/5/29 09:43,0.07
2023/5/29 09:43,0.02
2023/5/29 10:17,0.44
2023/5/29 10:17,0.17
2023/5/30 09:37,0.52
2023/5/30 09:37,0.2
2023/5/30 09:38,0.61
2023/5/30 09:38,0.48
2023/5/30 09:38,0.42
2023/5/30 09:41,0.59
2023/5/30 09:41,0.2
2023/5/31 09:33,0.76
2023/5/31 09:33,0.93
2023/5/31 10:15,0.84
2023/5/31 10:15,0.8
2023/5/31 10:15,0.79
2023/6/1 09:33,0.88
2023/6/1 09:33,0.96
2023/6/1 09:33,0.97
2023/6/1 09:38,0.79
2023/6/2 09:35,0.63
2023/6/2 09:35,0.44
2023/6/2 09:35,0.38
2023/6/2 09:40,0.21
2023/6/2 09:40,0.47
2023/6/2 10:13,0.12
2023/6/4 09:33,0.34
2023/6/4 09:33,0.67
2023/6/4 09:33,0.88
2023/6/4 09:39,0
2023/6/4 10:15,0.85
2023/6/4 10:15,0.81
2023/6/5 09:39,0.27
2023/6/5 09:39,0.31
2023/6/5 10:12,0.26
2023/6/5 10:12,0.45
2023/6/5 10:14,0.01
2023/6/5 10:14,0.17
2023/6/5 10:14,0.34
2023/6/6 09:42,0.04
2023/6/6 09:43,0.15
2023/6/6 10:15,0.13
2023/6/6 10:15,0.26
2023/6/7 10:13,0.21
2023/6/7 10:13,0.13
2023/6/7 10:13,0.18
2023/6/8 09:37,0.94
2023/6/8 09:37,0.89
2023/6/8 09:37,0.8
2023/6/8 09:39,1
2023/6/8 09:39,0.96
2023/6/8 10:15,0.95
2023/6/8 10:15,0.93
2023/6/8 10:15,0.64
2023/6/9 10:04,0.95
2023/6/9 10:04,0.93
2023/6/10 10:14,0.88
2023/6/10 10:14,0.84
2023/6/10 10:14,0.76
2023/6/11 09:41,0.98
2023/6/11 09:41,0.8
2023/6/12 09:41,0.76
2023/6/12 09:41,0.89
2023/6/12 09:42,0.99
2023/6/13 10:18,0.23
2023/6/13 10:18,0.01
2023/6/13 10:18,0.01
2023/6/14 09:37,0.99
2023/6/14 09:37,0.99
2023/6/14 10:14,0.87
2023/6/14 10:14,0.98
2023/6/14 10:14,0.99
2023/6/14 10:14,0.99
2023/6/15 10:18,0.02
2023/6/15 10:18,0.17
2023/6/16 10:12,0.95
2023/6/16 10:12,0.76
2023/6/16 10:12,0.85
2023/6/16 10:15,0.95
2023/6/16 10:15,0.85
2023/6/18 09:38,1
2023/6/18 09:38,0.98
2023/6/18 09:38,0.93
2023/6/18 10:14,0.87
2023/6/18 10:14,0.96
2023/6/18 10:16,0.98
2023/6/18 10:16,0.99
2023/6/18 10:16,0.99
2023/6/19 09:41,1
2023/6/19 09:41,1
2023/6/20 10:15,0
2023/6/20 10:15,0
2023/6/20 10:27,0
2023/6/20 10:28,0
2023/6/20 10:28,0
2023/6/21 09:34,0
2023/6/21 09:34,0
2023/6/21 10:32,0.21
2023/6/21 10:32,0.53
2023/6/22 09:42,0.87
2023/6/22 09:42,0.86
2023/6/22 09:42,0.82
2023/6/22 10:17,0.05
2023/6/22 10:17,0.09
2023/6/22 10:17,0.28
2023/6/23 09:37,0.11
2023/6/23 09:37,0.25
2023/6/23 09:37,0.33
2023/6/24 09:36,0.08
2023/6/24 10:15,0.26
2023/6/24 10:15,0.21
2023/6/25 09:38,0.23
2023/6/25 09:38,0.28
2023/6/25 09:38,0.25
2023/6/25 09:41,0.07
2023/6/25 09:41,0.1
2023/6/25 09:41,0.12
2023/6/26 09:37,0.51
2023/6/26 09:37,0.27
2023/6/26 09:39,0.15
2023/6/26 09:39,0.53
2023/6/26 09:39,0.56
2023/6/26 10:16,0
2023/6/26 10:16,0.09
2023/6/26 10:16,0.22
2023/6/27 10:03,0.01
2023/6/27 10:03,0.08
2023/6/27 10:13,0.24
2023/6/27 10:13,0.59
2023/6/27 10:13,0.68
2023/6/27 10:15,0.15
2023/6/27 10:15,0.2
2023/6/28 09:31,0.81
2023/6/28 09:42,0.64
2023/6/28 09:42,0.85
2023/6/28 09:42,0.99
2023/6/28 10:17,1
2023/6/29 09:38,0.14
2023/6/29 09:40,0.08
2023/6/29 09:40,0.07
2023/7/1 09:38,0.65
2023/7/1 09:38,0.34
2023/7/1 10:14,0.86
2023/7/1 10:14,0.77
2023/7/1 10:14,0.48
2023/7/3 09:37,0.15
2023/7/3 09:37,0.25
2023/7/3 10:13,0.31
2023/7/3 10:13,0.44
2023/7/4 09:38,0.02
2023/7/4 09:38,0.03
2023/7/4 10:18,0
2023/7/4 10:18,0
2023/7/5 10:31,0
2023/7/5 10:31,0
2023/7/5 10:31,0
2023/7/6 09:37,0.04
2023/7/6 09:37,0.07
2023/7/6 09:37,0.07
2023/7/6 09:41,0.07
2023/7/6 09:41,0.08
2023/7/6 10:34,0
2023/7/6 10:34,0
2023/7/7 09:18,0
2023/7/7 09:18,0
2023/7/7 10:13,0
2023/7/7 10:13,0
2023/7/8 09:37,0
2023/7/8 09:37,0
2023/7/8 09:39,0
2023/7/8 09:39,0
2023/7/9 09:40,0
2023/7/9 09:40,0.08
2023/7/9 10:14,0.26
2023/7/9 10:15,0.38
2023/7/9 10:15,0.35
2023/7/9 10:17,0.07
2023/7/9 10:17,0.24
2023/7/10 10:19,0.4
2023/7/10 10:19,0
2023/7/10 10:19,0.4
2023/7/10 10:19,0
2023/7/10 10:19,0.01
2023/7/11 09:34,0.27
2023/7/11 09:34,0.29
2023/7/11 10:33,0.33
2023/7/11 10:33,0.32
2023/7/12 09:40,0.53
2023/7/12 09:41,0.23
2023/7/14 09:39,0.22
2023/7/15 09:39,0.1
2023/7/15 09:39,0.32
2023/7/15 09:39,0.44
2023/7/16 10:18,0.04
2023/7/16 10:18,0.01
2023/7/17 09:36,0.23
2023/7/17 09:36,0.43
2023/7/17 09:42,0.07
2023/7/17 09:42,0.24
2023/7/17 09:42,0.52
2023/7/18 09:34,0.79
2023/7/19 09:41,0.22
2023/7/19 09:41,0.44
2023/7/19 09:44,0.01
2023/7/20 09:38,0.12
2023/7/20 09:38,0.05
2023/7/21 10:14,0.47
2023/7/21 10:15,0.59
2023/7/21 10:15,0.29
2023/7/22 10:16,0.06
2023/7/22 10:16,0.03
2023/7/22 10:16,0.21
2023/7/22 10:16,0.5
2023/7/22 10:16,0.68
2023/7/22 10:17,0.74
2023/7/23 09:43,0.11
2023/7/23 09:43,0.06
2023/7/24 09:40,0.34
2023/7/24 09:40,0.49
2023/7/24 10:15,0.4
2023/7/24 10:15,0.27
2023/7/25 09:39,0
2023/7/25 09:39,0
2023/7/26 09:39,0.97
2023/7/26 09:39,0.92
2023/7/26 09:43,0.98
2023/7/26 09:43,0.97
2023/7/26 10:19,0.98
2023/7/26 10:19,0.85
2023/7/26 10:19,0.49
2023/7/27 10:16,0.38
2023/7/27 10:16,0.07
2023/7/27 10:16,0.36
2023/7/28 09:40,0.88
2023/7/28 09:40,0.94
2023/7/28 09:40,0.98
2023/7/28 10:18,0.03
2023/7/28 10:18,0.19
2023/7/28 10:18,0.19
2023/7/29 09:15,0.87
2023/7/29 09:15,0.95
2023/7/29 10:18,0.84
2023/7/29 10:18,0.74
2023/7/29 10:19,0.89
2023/7/29 10:19,0.82
2023/7/30 09:35,0.78
2023/7/30 09:35,0.82
2023/7/30 09:36,0.87
2023/7/31 10:16,0.39
2023/7/31 10:16,0.77
2023/7/31 10:37,0.59
2023/7/31 10:37,0.65
2023/7/31 10:37,0.94
2023/7/31 10:38,1
2023/8/1 09:39,0.92
2023/8/1 09:39,0.96
2023/8/1 09:41,0.83
2023/8/1 09:41,0.77
2023/8/1 10:16,0.87
2023/8/1 10:16,0.93
2023/8/3 09:42,0.54
2023/8/3 09:42,0.95
2023/8/4 09:41,0.99
2023/8/4 09:41,1
2023/8/5 09:41,0.88
2023/8/5 09:41,0.97
2023/8/5 09:41,0.91
2023/8/6 09:40,0
2023/8/6 09:40,0.01
2023/8/6 09:43,0.01
2023/8/6 09:43,0
2023/8/6 09:43,0.05
2023/8/7 09:36,0.55
2023/8/7 09:42,0.81
2023/8/7 09:42,0.66
2023/8/8 10:17,0.93
2023/8/8 10:17,0.98
2023/8/9 09:42,1
2023/8/9 09:42,0.63
2023/8/10 09:33,0.91
2023/8/10 09:33,0.58
2023/8/10 09:33,0.45
2023/8/10 09:41,0.93
2023/8/10 09:41,0.77
2023/8/10 09:41,0.56
2023/8/11 09:34,0.55
2023/8/11 09:34,0.5
2023/8/11 09:39,0.49
2023/8/11 09:39,0.04
2023/8/11 10:19,0.5
2023/8/11 10:19,0.28
2023/8/12 10:17,0.29
2023/8/12 10:17,0.19
2023/8/12 10:18,0.26
2023/8/12 10:18,0.03
2023/8/12 10:18,0.03
2023/8/13 09:39,0.04
2023/8/13 09:39,0.01
2023/8/13 09:39,0
2023/8/13 09:42,0.11
2023/8/13 09:42,0.12
2023/8/14 09:40,0
2023/8/14 09:41,0.01
2023/8/14 09:41,0.01
2023/8/14 09:42,0.4
2023/8/14 10:19,0
2023/8/14 10:19,0
2023/8/15 09:40,0.6
2023/8/15 09:40,0.69
2023/8/15 10:16,0.15
2023/8/15 10:16,0.03
2023/8/16 09:40,0.01
2023/8/16 09:40,0
2023/8/16 09:41,0.06
2023/8/16 09:41,0.02
2023/8/16 10:18,0
2023/8/16 10:18,0
2023/8/17 10:17,0.31
2023/8/17 10:17,0.3
2023/8/17 10:17,0.36
2023/8/18 09:36,0.18
2023/8/18 10:20,0
2023/8/18 10:20,0.01
2023/8/18 10:20,0
2023/8/19 10:16,0.43
2023/8/19 10:16,0.69
2023/8/19 10:16,0.69
2023/8/20 09:36,0.79
2023/8/20 09:36,0.64
2023/8/20 10:18,0.64
2023/8/20 10:18,0.58
2023/8/20 10:18,0.48
2023/8/20 10:18,0.3
2023/8/21 09:41,0.35
2023/8/21 09:41,0.35
2023/8/21 10:20,0.01
2023/8/21 10:20,0.18
2023/8/21 10:20,0.24
2023/8/21 10:37,0.07
2023/8/21 10:37,0.09
2023/8/23 10:17,0.97
2023/8/23 10:17,0.8
2023/8/23 10:21,0.74
2023/8/24 09:34,0.94
2023/8/24 09:34,0.93
2023/8/24 10:17,0.69
2023/8/24 10:17,0.87
2023/8/24 10:17,0.8
2023/8/25 09:40,0.21
2023/8/26 10:17,0.32
2023/8/26 10:17,0.36
2023/8/26 10:17,0.22
2023/8/27 09:36,0.11
2023/8/27 09:40,0.12
2023/8/27 10:16,0.09
2023/8/27 10:16,0.14
2023/8/27 10:16,0.18
2023/8/28 09:39,0.25
2023/8/29 09:34,0.18
2023/8/30 09:41,0.21
2023/8/30 09:41,0.07
2023/8/30 09:43,0
2023/8/30 09:43,0
2023/8/31 09:39,0.82
2023/8/31 09:39,0.65
2023/8/31 10:19,0.74
2023/8/31 10:20,0.55
2023/9/1 09:43,0.15
2023/9/1 09:43,0.04
2023/9/1 09:43,0.22
2023/9/1 10:19,0.29
2023/9/1 10:19,0.08
2023/9/1 10:19,0.29
2023/9/1 10:19,0.01
2023/9/1 10:19,0.1
2023/9/2 09:40,0.82
2023/9/2 09:41,0.85
2023/9/2 09:41,0.88
2023/9/3 09:40,0.88
2023/9/3 09:40,0.85
2023/9/3 10:21,0.94
2023/9/3 10:21,0.94
2023/9/4 09:41,0.5
2023/9/4 09:41,0.23
2023/9/4 09:41,0.1
2023/9/5 09:42,0.99
2023/9/5 09:42,0.99
2023/9/5 10:19,0.94
2023/9/5 10:19,0.99
2023/9/5 10:19,1
2023/9/6 10:19,0.94
2023/9/6 10:19,0.82
2023/9/6 10:19,0.79
2023/9/6 10:22,0.91
2023/9/6 10:22,0.95
2023/9/6 10:22,0.97
2023/9/7 09:36,0.94
2023/9/7 09:36,0.99
2023/9/8 10:17,0.95
2023/9/8 10:17,0.89
2023/9/8 10:21,0.49
2023/9/8 10:21,0.53
2023/9/8 10:21,0.31
2023/9/9 09:40,0.78
2023/9/9 09:40,0.96
2023/9/10 09:39,0
2023/9/10 09:41,0
2023/9/11 09:41,0
2023/9/11 09:41,0.08
2023/9/11 09:42,0.05
2023/9/11 10:19,0.09
2023/9/12 09:37,0.01
2023/9/12 09:37,0.02
2023/9/12 09:39,0
2023/9/12 10:18,0
2023/9/12 10:18,0
2023/9/14 09:37,0.02
2023/9/14 09:37,0.04
2023/9/14 09:45,0.02
2023/9/14 09:45,0.04
2023/9/14 10:17,0.17
2023/9/15 09:43,0.23
2023/9/15 09:43,0.72
2023/9/16 09:37,0.01
2023/9/16 09:37,0.03
2023/9/17 09:39,0.97
2023/9/17 09:39,0.59
2023/9/17 09:43,0.35
2023/9/17 09:43,0.14
2023/9/18 09:42,0.07
2023/9/18 09:42,0.04
