Time,Tide
2022/11/1 03:06,81
2022/11/1 09:36,-121
2022/11/1 16:36,106
2022/11/1 22:53,-43
2022/11/2 04:31,74
2022/11/2 11:01,-111
2022/11/2 17:55,106
2022/11/3 00:15,-55
2022/11/3 06:00,79
2022/11/3 12:26,-111
2022/11/3 19:05,113
2022/11/4 01:24,-74
2022/11/4 07:16,95
2022/11/4 13:38,-116
2022/11/4 20:03,122
2022/11/5 02:22,-96
2022/11/5 08:19,113
2022/11/5 14:39,-121
2022/11/5 20:51,128
2022/11/6 03:09,-116
2022/11/6 09:13,127
2022/11/6 15:30,-121
2022/11/6 21:31,130
2022/11/7 03:52,-133
2022/11/7 09:59,136
2022/11/7 16:17,-116
2022/11/7 22:08,126
2022/11/8 04:29,-145
2022/11/8 10:41,140
2022/11/8 16:58,-108
2022/11/8 22:41,118
2022/11/9 05:03,-153
2022/11/9 11:19,138
2022/11/9 17:36,-98
2022/11/9 23:12,109
2022/11/10 05:34,-156
2022/11/10 11:56,133
2022/11/10 18:11,-88
2022/11/10 23:43,100
2022/11/11 06:05,-156
2022/11/11 12:33,124
2022/11/11 18:45,-79
2022/11/12 00:15,91
2022/11/12 06:38,-151
2022/11/12 13:11,114
2022/11/12 19:20,-70
2022/11/13 00:50,82
2022/11/13 07:15,-142
2022/11/13 13:53,102
2022/11/13 20:00,-61
2022/11/14 01:30,71
2022/11/14 07:57,-130
2022/11/14 14:42,92
2022/11/14 20:48,-53
2022/11/15 02:18,60
2022/11/15 08:46,-115
2022/11/15 15:37,84
2022/11/15 21:46,-49
2022/11/16 03:19,50
2022/11/16 09:45,-101
2022/11/16 16:38,81
2022/11/16 22:54,-51
2022/11/17 04:34,46
2022/11/17 10:55,-92
2022/11/17 17:41,83
2022/11/18 00:00,-61
2022/11/18 05:53,52
2022/11/18 12:07,-91
2022/11/18 18:39,90
2022/11/19 00:58,-78
2022/11/19 07:01,67
2022/11/19 13:12,-96
2022/11/19 19:30,98
2022/11/20 01:47,-98
2022/11/20 07:57,87
2022/11/20 14:06,-103
2022/11/20 20:14,107
2022/11/21 02:30,-119
2022/11/21 08:44,108
2022/11/21 14:56,-108
2022/11/21 20:54,114
2022/11/22 03:09,-139
2022/11/22 09:28,126
2022/11/22 15:42,-110
2022/11/22 21:31,119
2022/11/23 03:47,-158
2022/11/23 10:10,139
2022/11/23 16:25,-107
2022/11/23 22:08,121
2022/11/24 04:25,-174
2022/11/24 10:52,146
2022/11/24 17:08,-100
2022/11/24 22:45,121
2022/11/25 05:04,-184
2022/11/25 11:36,147
2022/11/25 17:51,-91
2022/11/25 23:24,117
2022/11/26 05:45,-187
2022/11/26 12:22,142
2022/11/26 18:35,-81
2022/11/27 00:07,111
2022/11/27 06:30,-183
2022/11/27 13:13,133
2022/11/27 19:24,-72
2022/11/28 00:56,101
2022/11/28 07:21,-170
2022/11/28 14:08,122
2022/11/28 20:19,-65
2022/11/29 01:53,90
2022/11/29 08:19,-153
2022/11/29 15:09,112
2022/11/29 21:23,-63
2022/11/30 03:00,80
2022/11/30 09:26,-134
2022/11/30 16:14,104
2022/11/30 22:33,-67
2022/12/1 04:16,74
2022/12/1 10:42,-119
2022/12/1 17:22,101
2022/12/1 23:46,-79
2022/12/2 05:36,75
2022/12/2 11:59,-110
2022/12/2 18:28,102
2022/12/3 00:52,-96
2022/12/3 06:53,84
2022/12/3 13:11,-106
2022/12/3 19:27,104
2022/12/4 01:52,-116
2022/12/4 08:00,96
2022/12/4 14:15,-104
2022/12/4 20:17,105
2022/12/5 02:43,-135
2022/12/5 08:58,107
2022/12/5 15:12,-101
2022/12/5 21:02,102
2022/12/6 03:27,-149
2022/12/6 09:47,115
2022/12/6 16:02,-97
2022/12/6 21:42,97
2022/12/7 04:07,-158
2022/12/7 10:31,119
2022/12/7 16:46,-93
2022/12/7 22:19,90
2022/12/8 04:42,-163
2022/12/8 11:10,118
2022/12/8 17:24,-89
2022/12/8 22:53,84
2022/12/9 05:15,-165
2022/12/9 11:46,114
2022/12/9 17:58,-84
2022/12/9 23:25,80
2022/12/10 05:47,-164
2022/12/10 12:21,108
2022/12/10 18:29,-80
2022/12/10 23:58,76
2022/12/11 06:20,-162
2022/12/11 12:56,102
2022/12/11 19:02,-77
2022/12/12 00:32,73
2022/12/12 06:55,-156
2022/12/12 13:33,98
2022/12/12 19:38,-74
2022/12/13 01:10,69
2022/12/13 07:33,-147
2022/12/13 14:13,94
2022/12/13 20:20,-73
2022/12/14 01:53,62
2022/12/14 08:15,-135
2022/12/14 14:55,90
2022/12/14 21:06,-74
2022/12/15 02:44,56
2022/12/15 09:03,-122
2022/12/15 15:41,87
2022/12/15 21:59,-77
2022/12/16 03:43,51
2022/12/16 09:59,-108
2022/12/16 16:32,84
2022/12/16 22:55,-85
2022/12/17 04:50,52
2022/12/17 11:02,-98
2022/12/17 17:28,82
2022/12/17 23:51,-96
2022/12/18 06:00,59
2022/12/18 12:10,-93
2022/12/18 18:25,83
2022/12/19 00:47,-113
2022/12/19 07:07,74
2022/12/19 13:15,-92
2022/12/19 19:20,87
2022/12/20 01:40,-133
2022/12/20 08:07,91
2022/12/20 14:16,-93
2022/12/20 20:09,92
2022/12/21 02:30,-154
2022/12/21 09:02,109
2022/12/21 15:12,-93
2022/12/21 20:56,98
2022/12/22 03:17,-175
2022/12/22 09:53,124
2022/12/22 16:05,-92
2022/12/22 21:41,103
2022/12/23 04:03,-191
2022/12/23 10:42,133
2022/12/23 16:54,-90
2022/12/23 22:26,106
2022/12/24 04:48,-201
2022/12/24 11:29,137
2022/12/24 17:42,-88
2022/12/24 23:12,108
2022/12/25 05:36,-202
2022/12/25 12:17,136
2022/12/25 18:28,-87
2022/12/26 00:00,107
2022/12/26 06:24,-196
2022/12/26 13:06,130
2022/12/26 19:15,-86
2022/12/27 00:51,104
2022/12/27 07:16,-183
2022/12/27 13:55,122
2022/12/27 20:06,-87
2022/12/28 01:45,98
2022/12/28 08:09,-165
2022/12/28 14:46,113
2022/12/28 21:02,-89
2022/12/29 02:44,88
2022/12/29 09:07,-143
2022/12/29 15:40,104
2022/12/29 22:01,-94
2022/12/30 03:50,77
2022/12/30 10:11,-122
2022/12/30 16:37,96
2022/12/30 23:05,-101
2022/12/31 05:04,70
2022/12/31 11:21,-102
2022/12/31 17:39,88
2023/1/1 00:12,-60
2023/1/1 06:23,124
2023/1/1 12:35,-36
2023/1/1 18:42,136
2023/1/2 01:15,-73
2023/1/2 07:38,130
2023/1/2 13:47,-29
2023/1/2 19:41,131
2023/1/3 02:13,-86
2023/1/3 08:43,140
2023/1/3 14:52,-28
2023/1/3 20:35,127
2023/1/4 03:04,-97
2023/1/4 09:37,148
2023/1/4 15:48,-29
2023/1/4 21:23,124
2023/1/5 03:48,-104
2023/1/5 10:23,153
2023/1/5 16:34,-31
2023/1/5 22:05,123
2023/1/6 04:28,-110
2023/1/6 11:03,154
2023/1/6 17:13,-32
2023/1/6 22:43,124
2023/1/7 05:03,-114
2023/1/7 11:38,154
2023/1/7 17:46,-32
2023/1/7 23:16,125
2023/1/8 05:35,-116
2023/1/8 12:10,153
2023/1/8 18:16,-33
2023/1/8 23:47,128
2023/1/9 06:07,-116
2023/1/9 12:40,153
2023/1/9 18:45,-36
2023/1/10 00:19,129
2023/1/10 06:38,-113
2023/1/10 13:10,154
2023/1/10 19:15,-40
2023/1/11 00:53,129
2023/1/11 07:11,-107
2023/1/11 13:41,154
2023/1/11 19:49,-44
2023/1/12 01:31,128
2023/1/12 07:47,-97
2023/1/12 14:14,152
2023/1/12 20:26,-49
2023/1/13 02:13,124
2023/1/13 08:27,-83
2023/1/13 14:52,148
2023/1/13 21:08,-52
2023/1/14 03:01,119
2023/1/14 09:13,-68
2023/1/14 15:34,141
2023/1/14 21:55,-56
2023/1/15 03:57,115
2023/1/15 10:07,-51
2023/1/15 16:24,133
2023/1/15 22:49,-62
2023/1/16 05:04,113
2023/1/16 11:12,-36
2023/1/16 17:21,126
2023/1/16 23:50,-72
2023/1/17 06:20,118
2023/1/17 12:27,-25
2023/1/17 18:26,123
2023/1/18 00:55,-87
2023/1/18 07:36,131
2023/1/18 13:42,-22
2023/1/18 19:30,125
2023/1/19 01:57,-106
2023/1/19 08:43,148
2023/1/19 14:52,-24
2023/1/19 20:30,132
2023/1/20 02:55,-125
2023/1/20 09:41,166
2023/1/20 15:52,-29
2023/1/20 21:25,142
2023/1/21 03:49,-141
2023/1/21 10:33,179
2023/1/21 16:45,-36
2023/1/21 22:17,154
2023/1/22 04:40,-150
2023/1/22 11:21,186
2023/1/22 17:32,-43
2023/1/22 23:07,164
2023/1/23 05:31,-152
2023/1/23 12:06,187
2023/1/23 18:16,-50
2023/1/23 23:55,170
2023/1/24 06:19,-146
2023/1/24 12:49,185
2023/1/24 19:00,-56
2023/1/25 00:42,170
2023/1/25 07:07,-133
2023/1/25 13:31,179
2023/1/25 19:45,-61
2023/1/26 01:31,164
2023/1/26 07:53,-113
2023/1/26 14:14,170
2023/1/26 20:31,-66
2023/1/27 02:23,152
2023/1/27 08:43,-89
2023/1/27 14:58,159
2023/1/27 21:22,-68
2023/1/28 03:22,137
2023/1/28 09:36,-62
2023/1/28 15:47,144
2023/1/28 22:17,-69
2023/1/29 04:30,123
2023/1/29 10:39,-37
2023/1/29 16:43,128
2023/1/29 23:21,-69
2023/1/30 05:49,115
2023/1/30 11:55,-18
2023/1/30 17:51,113
2023/1/31 00:31,-71
2023/1/31 07:12,117
2023/1/31 13:18,-10
2023/1/31 19:05,105
2023/2/1 01:40,-76
2023/2/1 08:25,125
2023/2/1 14:33,-12
2023/2/1 20:12,104
2023/2/2 02:40,-85
2023/2/2 09:24,134
2023/2/2 15:33,-20
2023/2/2 21:08,109
2023/2/3 03:31,-95
2023/2/3 10:11,142
2023/2/3 16:20,-27
2023/2/3 21:54,116
2023/2/4 04:14,-103
2023/2/4 10:50,148
2023/2/4 16:58,-33
2023/2/4 22:31,123
2023/2/5 04:50,-110
2023/2/5 11:22,152
2023/2/5 17:29,-39
2023/2/5 23:04,130
2023/2/6 05:23,-115
2023/2/6 11:49,156
2023/2/6 17:55,-46
2023/2/6 23:35,137
2023/2/7 05:53,-115
2023/2/7 12:15,159
2023/2/7 18:22,-53
2023/2/8 00:05,142
2023/2/8 06:22,-113
2023/2/8 12:40,161
2023/2/8 18:48,-61
2023/2/9 00:35,146
2023/2/9 06:51,-106
2023/2/9 13:06,161
2023/2/9 19:16,-68
2023/2/10 01:08,147
2023/2/10 07:22,-97
2023/2/10 13:35,159
2023/2/10 19:47,-74
2023/2/11 01:45,144
2023/2/11 07:57,-83
2023/2/11 14:08,153
2023/2/11 20:24,-77
2023/2/12 02:27,138
2023/2/12 08:38,-66
2023/2/12 14:47,144
2023/2/12 21:07,-78
2023/2/13 03:19,129
2023/2/13 09:27,-46
2023/2/13 15:32,131
2023/2/13 21:59,-78
2023/2/14 04:25,120
2023/2/14 10:30,-26
2023/2/14 16:29,118
2023/2/14 23:03,-80
2023/2/15 05:47,118
2023/2/15 11:52,-10
2023/2/15 17:42,109
2023/2/16 00:18,-86
2023/2/16 07:15,127
2023/2/16 13:22,-8
2023/2/16 19:03,111
2023/2/17 01:33,-100
2023/2/17 08:30,145
2023/2/17 14:40,-17
2023/2/17 20:16,123
2023/2/18 02:41,-117
2023/2/18 09:30,163
2023/2/18 15:41,-31
2023/2/18 21:18,142
2023/2/19 03:40,-132
2023/2/19 10:20,177
2023/2/19 16:32,-45
2023/2/19 22:12,161
2023/2/20 04:34,-141
2023/2/20 11:05,185
2023/2/20 17:16,-59
2023/2/20 23:00,175
2023/2/21 05:23,-141
2023/2/21 11:45,187
2023/2/21 17:57,-70
2023/2/21 23:44,183
2023/2/22 06:08,-134
2023/2/22 12:23,185
2023/2/22 18:37,-80
2023/2/23 00:28,183
2023/2/23 06:51,-119
2023/2/23 12:59,179
2023/2/23 19:16,-87
2023/2/24 01:13,175
2023/2/24 07:32,-98
2023/2/24 13:36,170
2023/2/24 19:57,-91
2023/2/25 02:01,162
2023/2/25 08:15,-73
2023/2/25 14:14,156
2023/2/25 20:40,-89
2023/2/26 02:54,146
2023/2/26 09:03,-47
2023/2/26 14:57,137
2023/2/26 21:29,-82
2023/2/27 03:56,129
2023/2/27 10:00,-22
2023/2/27 15:49,116
2023/2/27 22:26,-71
2023/2/28 05:10,115
2023/2/28 11:15,-3
2023/2/28 16:58,97
2023/2/28 23:39,-61
2023/3/1 06:36,83
2023/3/1 12:42,-25
2023/3/1 18:19,64
2023/3/2 00:58,-90
2023/3/2 07:55,89
2023/3/2 14:02,-29
2023/3/2 19:37,67
2023/3/3 02:06,-97
2023/3/3 08:56,101
2023/3/3 15:01,-40
2023/3/3 20:38,78
2023/3/4 03:01,-107
2023/3/4 09:40,113
2023/3/4 15:46,-52
2023/3/4 21:25,92
2023/3/5 03:46,-118
2023/3/5 10:15,123
2023/3/5 16:21,-65
2023/3/5 22:04,106
2023/3/6 04:23,-126
2023/3/6 10:45,131
2023/3/6 16:51,-77
2023/3/6 22:37,119
2023/3/7 04:57,-131
2023/3/7 11:12,136
2023/3/7 17:19,-88
2023/3/7 23:09,128
2023/3/8 05:27,-132
2023/3/8 11:37,140
2023/3/8 17:44,-100
2023/3/8 23:39,135
2023/3/9 05:56,-130
2023/3/9 12:03,141
2023/3/9 18:11,-110
2023/3/10 00:11,139
2023/3/10 06:25,-124
2023/3/10 12:29,140
2023/3/10 18:39,-120
2023/3/11 00:44,139
2023/3/11 06:56,-114
2023/3/11 12:58,136
2023/3/11 19:10,-126
2023/3/12 01:21,136
2023/3/12 07:30,-100
2023/3/12 13:30,128
2023/3/12 19:46,-129
2023/3/13 02:04,128
2023/3/13 08:10,-82
2023/3/13 14:08,116
2023/3/13 20:30,-126
2023/3/14 02:56,115
2023/3/14 08:59,-61
2023/3/14 14:54,100
2023/3/14 21:23,-118
2023/3/15 04:03,102
2023/3/15 10:04,-40
2023/3/15 15:54,83
2023/3/15 22:31,-110
2023/3/16 05:28,95
2023/3/16 11:34,-28
2023/3/16 17:18,73
2023/3/16 23:55,-108
2023/3/17 07:00,101
2023/3/17 13:10,-32
2023/3/17 18:52,78
2023/3/18 01:19,-116
2023/3/18 08:15,118
2023/3/18 14:26,-49
2023/3/18 20:09,98
2023/3/19 02:31,-131
2023/3/19 09:12,137
2023/3/19 15:23,-70
2023/3/19 21:10,122
2023/3/20 03:30,-144
2023/3/20 09:58,153
2023/3/20 16:10,-92
2023/3/20 22:01,144
2023/3/21 04:22,-150
2023/3/21 10:39,162
2023/3/21 16:52,-111
2023/3/21 22:48,160
2023/3/22 05:08,-148
2023/3/22 11:16,165
2023/3/22 17:31,-127
2023/3/22 23:32,168
2023/3/23 05:50,-139
2023/3/23 11:52,162
2023/3/23 18:09,-137
2023/3/24 00:15,167
2023/3/24 06:31,-124
2023/3/24 12:28,154
2023/3/24 18:46,-141
2023/3/25 00:58,159
2023/3/25 07:10,-105
2023/3/25 13:03,141
2023/3/25 19:24,-139
2023/3/26 01:43,145
2023/3/26 07:51,-83
2023/3/26 13:41,124
2023/3/26 20:04,-129
2023/3/27 02:31,127
2023/3/27 08:35,-61
2023/3/27 14:21,105
2023/3/27 20:49,-114
2023/3/28 03:25,108
2023/3/28 09:26,-40
2023/3/28 15:08,85
2023/3/28 21:42,-97
2023/3/29 04:32,93
2023/3/29 10:34,-23
2023/3/29 16:10,67
2023/3/29 22:49,-82
2023/3/30 05:51,85
2023/3/30 12:01,-17
2023/3/30 17:34,58
2023/3/31 00:08,-75
2023/3/31 07:10,89
2023/3/31 13:23,-23
2023/3/31 19:00,62
2023/4/1 01:24,-79
2023/4/1 08:12,98
2023/4/1 14:23,-36
2023/4/1 20:06,76
2023/4/2 02:25,-87
2023/4/2 08:58,111
2023/4/2 15:09,-52
2023/4/2 20:56,94
2023/4/3 03:13,-97
2023/4/3 09:34,122
2023/4/3 15:45,-69
2023/4/3 21:37,111
2023/4/4 03:53,-105
2023/4/4 10:05,131
2023/4/4 16:16,-84
2023/4/4 22:12,127
2023/4/5 04:29,-109
2023/4/5 10:34,137
2023/4/5 16:44,-99
2023/4/5 22:45,139
2023/4/6 05:01,-109
2023/4/6 11:01,140
2023/4/6 17:12,-112
2023/4/6 23:18,147
2023/4/7 05:32,-104
2023/4/7 11:28,141
2023/4/7 17:39,-123
2023/4/7 23:51,152
2023/4/8 06:03,-97
2023/4/8 11:55,139
2023/4/8 18:09,-132
2023/4/9 00:26,152
2023/4/9 06:36,-86
